component_id,component_name,component_type,sku,tier_level,supplier_id,supplier_name,supplier_country,annual_volume,unit_cost_usd,lead_time_days,is_single_source,critical_component
COMP-1499,Li-Ion Cell v1,battery_cell,SKU-BAT-01499,1,supplier_170,TechMfg CHI-170,China,53046,89.15,31,1,0
COMP-1500,Mainboard PCB v1,pcb,SKU-PCB-01500,1,supplier_430,TechMfg JAP-430,Japan,416797,11.85,30,1,0
COMP-1501,Power Cell v4,battery_cell,SKU-BAT-01501,1,supplier_100,TechMfg CHI-100,China,226917,66.14,50,1,0
COMP-1502,Battery Module v2,battery_cell,SKU-BAT-01502,1,supplier_014,EliteMfg JAP-014,Japan,476184,55.27,54,0,0
COMP-1503,FPC Connector v3,connector,SKU-CON-01503,1,supplier_148,ApexManuf CHI-148,China,453720,2.2,29,0,0
COMP-1504,Wi-Fi IC v3,ic_chip,SKU-IC_-01504,2,supplier_469,StarComp CHI-469,China,399024,4.03,44,0,0
COMP-1505,FPC Connector v2,connector,SKU-CON-01505,2,supplier_189,StarComp CHI-189,China,464716,0.63,24,1,0
COMP-1506,Audio Codec v1,ic_chip,SKU-IC_-01506,2,supplier_179,StarComp GER-179,Germany,389313,6.13,69,0,0
COMP-1507,Bluetooth IC v4,ic_chip,SKU-IC_-01507,3,supplier_325,CoreTech MEX-325,Mexico,8828,8.26,77,0,0
COMP-1508,Data Cable v1,cable,SKU-CAB-01508,2,supplier_210,TechMfg JAP-210,Japan,41468,1.54,7,0,0
COMP-1509,HDMI Connector v1,connector,SKU-CON-01509,1,supplier_142,PrecisionCo CHI-142,China,172168,1.05,13,0,0
COMP-1510,Proximity Sensor v3,sensor,SKU-SEN-01510,1,supplier_292,PrecisionCo CHI-292,China,491202,16.61,23,0,0
COMP-1511,RF Cable v3,cable,SKU-CAB-01511,2,supplier_257,NexGen SOU-257,South Korea,343050,1.77,15,0,0
COMP-1512,Battery Module v2,battery_cell,SKU-BAT-01512,3,supplier_487,NexGen CHI-487,China,316248,23.98,29,0,0
COMP-1513,LiPo Pack v3,battery_cell,SKU-BAT-01513,2,supplier_196,PrimeParts CHI-196,China,98716,22.34,30,0,0
COMP-1514,Bluetooth IC v2,ic_chip,SKU-IC_-01514,2,supplier_337,NexGen MAL-337,Malaysia,275813,2.1,89,0,0
COMP-1515,OLED Display v4,display,SKU-DIS-01515,2,supplier_483,UniComp CHI-483,China,117231,67.06,66,1,0
COMP-1516,LCD Panel v4,display,SKU-DIS-01516,2,supplier_447,NexGen CHI-447,China,120379,67.04,64,0,0
COMP-1517,LiPo Pack v4,battery_cell,SKU-BAT-01517,2,supplier_128,ApexManuf JAP-128,Japan,445174,5.95,41,0,0
COMP-1518,Plastic Shell v1,housing,SKU-HOU-01518,1,supplier_465,CoreTech CHI-465,China,334190,9.55,27,0,0
COMP-1519,Rigid-Flex PCB v1,pcb,SKU-PCB-01519,3,supplier_335,CoreTech TAI-335,Taiwan,23337,23.19,17,0,0
COMP-1520,Power Wire v1,cable,SKU-CAB-01520,2,supplier_260,TechMfg TAI-260,Taiwan,388625,0.9,10,0,0
COMP-1521,Wi-Fi IC v2,ic_chip,SKU-IC_-01521,3,supplier_011,GlobalParts TAI-011,Taiwan,423917,5.97,39,1,0
COMP-1522,Bluetooth IC v4,ic_chip,SKU-IC_-01522,1,supplier_186,PrimeParts TAI-186,Taiwan,335931,6.41,44,0,0
COMP-1523,Power Cell v3,battery_cell,SKU-BAT-01523,3,supplier_215,CoreTech JAP-215,Japan,377619,55.82,47,0,0
COMP-1524,Li-Ion Cell v1,battery_cell,SKU-BAT-01524,3,supplier_032,PrecisionCo CHI-032,China,82378,39.05,43,0,0
COMP-1525,Light Sensor v4,sensor,SKU-SEN-01525,2,supplier_156,PrimeParts SOU-156,South Korea,169643,18.46,29,1,0
COMP-1526,LiPo Pack v2,battery_cell,SKU-BAT-01526,2,supplier_069,StarComp CHI-069,China,78735,85.59,27,0,0
COMP-1527,Flex PCB v1,pcb,SKU-PCB-01527,1,supplier_116,PrimeParts TAI-116,Taiwan,306659,15.59,43,0,0
COMP-1528,Audio Codec v1,ic_chip,SKU-IC_-01528,3,supplier_056,PrimeParts CHI-056,China,161294,6.72,57,0,0
COMP-1529,Gyroscope v4,sensor,SKU-SEN-01529,3,supplier_030,TechMfg TAI-030,Taiwan,88999,7.61,60,0,1
COMP-1530,Power IC v2,semiconductor,SKU-SEM-01530,1,supplier_084,EliteMfg USA-084,USA,394993,31.91,50,0,0
COMP-1531,NAND Flash v3,semiconductor,SKU-SEM-01531,1,supplier_198,ApexManuf CHI-198,China,402511,66.84,100,0,0
COMP-1532,FPGA Chip v4,semiconductor,SKU-SEM-01532,2,supplier_101,GlobalParts USA-101,USA,301935,61.0,63,0,0
COMP-1533,MCU Unit v3,semiconductor,SKU-SEM-01533,1,supplier_184,EliteMfg SOU-184,South Korea,375209,75.23,107,0,0
COMP-1534,NFC Chip v3,ic_chip,SKU-IC_-01534,3,supplier_483,UniComp CHI-483,China,489502,7.34,34,1,0
COMP-1535,Data Cable v4,cable,SKU-CAB-01535,1,supplier_244,EliteMfg SOU-244,South Korea,160941,1.46,21,1,0
COMP-1536,Data Cable v3,cable,SKU-CAB-01536,2,supplier_186,PrimeParts TAI-186,Taiwan,427513,1.85,18,0,0
COMP-1537,Gyroscope v3,sensor,SKU-SEN-01537,2,supplier_237,NexGen SOU-237,South Korea,218995,10.33,32,0,0
COMP-1538,Aluminum Chassis v3,housing,SKU-HOU-01538,2,supplier_084,EliteMfg USA-084,USA,194846,5.57,43,1,0
COMP-1539,Accelerometer v4,sensor,SKU-SEN-01539,3,supplier_372,PrecisionCo SOU-372,South Korea,55027,0.67,35,0,0
COMP-1540,Flex PCB v4,pcb,SKU-PCB-01540,2,supplier_208,ApexManuf MAL-208,Malaysia,23225,1.06,22,0,0
COMP-1541,OLED Display v4,display,SKU-DIS-01541,1,supplier_353,UniComp CHI-353,China,469802,58.36,43,0,0
COMP-1542,Light Sensor v4,sensor,SKU-SEN-01542,2,supplier_060,TechMfg SOU-060,South Korea,209790,7.73,45,0,0
COMP-1543,LED Array v4,display,SKU-DIS-01543,1,supplier_448,ApexManuf MAL-448,Malaysia,162057,40.46,31,0,0
COMP-1544,Wi-Fi IC v3,ic_chip,SKU-IC_-01544,3,supplier_274,EliteMfg MAL-274,Malaysia,47066,3.13,81,0,0
COMP-1545,Gyroscope v4,sensor,SKU-SEN-01545,2,supplier_019,StarComp USA-019,USA,465765,18.8,16,0,0
COMP-1546,Rigid-Flex PCB v4,pcb,SKU-PCB-01546,2,supplier_108,ApexManuf SOU-108,South Korea,6783,20.23,32,0,0
COMP-1547,Gyroscope v2,sensor,SKU-SEN-01547,2,supplier_096,PrimeParts CHI-096,China,479906,11.9,17,0,0
COMP-1548,LCD Panel v2,display,SKU-DIS-01548,3,supplier_343,UniComp SOU-343,South Korea,185193,51.03,36,0,0
COMP-1549,Flex PCB v2,pcb,SKU-PCB-01549,2,supplier_082,PrecisionCo TAI-082,Taiwan,167417,9.52,35,0,0
COMP-1550,Frame v1,housing,SKU-HOU-01550,2,supplier_256,PrimeParts CHI-256,China,371669,0.84,18,0,0
COMP-1551,NAND Flash v3,semiconductor,SKU-SEM-01551,3,supplier_452,PrecisionCo GER-452,Germany,364979,16.77,106,0,0
COMP-1552,Back Cover v3,housing,SKU-HOU-01552,2,supplier_399,StarComp CHI-399,China,416601,13.49,17,0,0
COMP-1553,NAND Flash v4,semiconductor,SKU-SEM-01553,3,supplier_086,PrimeParts JAP-086,Japan,249536,30.46,81,0,0
COMP-1554,FPC Connector v4,connector,SKU-CON-01554,1,supplier_491,GlobalParts VIE-491,Vietnam,153731,1.04,25,0,0
COMP-1555,USB-C Port v2,connector,SKU-CON-01555,2,supplier_211,GlobalParts CHI-211,China,136859,1.25,11,0,0
COMP-1556,Battery Module v3,battery_cell,SKU-BAT-01556,2,supplier_289,StarComp TAI-289,Taiwan,96550,38.6,54,0,0
COMP-1557,HDMI Connector v3,connector,SKU-CON-01557,2,supplier_249,StarComp JAP-249,Japan,133870,0.97,9,0,0
COMP-1558,Aluminum Chassis v2,housing,SKU-HOU-01558,3,supplier_193,UniComp SOU-193,South Korea,156144,6.73,32,1,0
COMP-1559,Back Cover v1,housing,SKU-HOU-01559,2,supplier_335,CoreTech TAI-335,Taiwan,182674,10.67,28,0,0
COMP-1560,Mainboard PCB v1,pcb,SKU-PCB-01560,2,supplier_271,GlobalParts CHI-271,China,360364,24.58,38,0,0
COMP-1561,Power Wire v2,cable,SKU-CAB-01561,1,supplier_252,PrecisionCo TAI-252,Taiwan,338987,1.67,15,0,0
COMP-1562,Wide-Angle v4,camera_module,SKU-CAM-01562,1,supplier_413,UniComp CHI-413,China,150006,133.22,73,0,0
COMP-1563,Telephoto Module v4,camera_module,SKU-CAM-01563,2,supplier_343,UniComp SOU-343,South Korea,179659,51.21,68,0,0
COMP-1564,Li-Ion Cell v2,battery_cell,SKU-BAT-01564,3,supplier_414,EliteMfg CHI-414,China,463197,32.05,55,0,0
COMP-1565,NAND Flash v1,semiconductor,SKU-SEM-01565,3,supplier_141,GlobalParts MEX-141,Mexico,263739,77.37,94,1,0
COMP-1566,OLED Display v2,display,SKU-DIS-01566,2,supplier_276,PrimeParts TAI-276,Taiwan,280539,115.87,44,0,0
COMP-1567,Back Cover v1,housing,SKU-HOU-01567,1,supplier_004,EliteMfg TAI-004,Taiwan,226399,9.86,42,0,0
COMP-1568,Power Wire v3,cable,SKU-CAB-01568,2,supplier_393,UniComp CHI-393,China,199797,1.88,18,0,0
COMP-1569,LCD Panel v3,display,SKU-DIS-01569,1,supplier_383,UniComp VIE-383,Vietnam,5060,52.47,49,1,0
COMP-1570,Audio Codec v4,ic_chip,SKU-IC_-01570,2,supplier_012,PrecisionCo MEX-012,Mexico,311032,1.19,68,0,0
COMP-1571,Board-to-Board v4,connector,SKU-CON-01571,1,supplier_471,GlobalParts JAP-471,Japan,483878,2.92,10,0,1
COMP-1572,Aluminum Chassis v3,housing,SKU-HOU-01572,3,supplier_040,TechMfg SOU-040,South Korea,149634,10.01,42,1,0
COMP-1573,Proximity Sensor v1,sensor,SKU-SEN-01573,2,supplier_460,TechMfg CHI-460,China,277163,16.95,44,0,0
COMP-1574,Battery Module v3,battery_cell,SKU-BAT-01574,1,supplier_252,PrecisionCo TAI-252,Taiwan,24251,48.46,41,1,0
COMP-1575,Gyroscope v2,sensor,SKU-SEN-01575,3,supplier_225,CoreTech JAP-225,Japan,404960,1.0,33,0,0
COMP-1576,OLED Display v2,display,SKU-DIS-01576,2,supplier_116,PrimeParts TAI-116,Taiwan,228389,37.24,57,0,0
COMP-1577,Power Wire v1,cable,SKU-CAB-01577,1,supplier_010,TechMfg CHI-010,China,287487,1.11,19,0,0
COMP-1578,Board-to-Board v3,connector,SKU-CON-01578,3,supplier_420,TechMfg TAI-420,Taiwan,384986,2.41,8,0,1
COMP-1579,Touch Screen v2,display,SKU-DIS-01579,3,supplier_104,EliteMfg CHI-104,China,448882,107.08,54,0,0
COMP-1580,Coaxial Cable v3,cable,SKU-CAB-01580,1,supplier_264,EliteMfg GER-264,Germany,72120,1.12,20,0,0
COMP-1581,USB-C Port v4,connector,SKU-CON-01581,2,supplier_010,TechMfg CHI-010,China,396945,1.82,10,0,0
COMP-1582,Flex PCB v2,pcb,SKU-PCB-01582,2,supplier_140,TechMfg TAI-140,Taiwan,300723,23.71,21,1,0
COMP-1583,Frame v2,housing,SKU-HOU-01583,2,supplier_145,CoreTech IND-145,India,389643,14.42,30,0,0
COMP-1584,Plastic Shell v1,housing,SKU-HOU-01584,3,supplier_282,PrecisionCo TAI-282,Taiwan,115734,8.48,19,1,0
COMP-1585,NAND Flash v2,semiconductor,SKU-SEM-01585,1,supplier_309,StarComp CHI-309,China,368256,33.82,118,0,0
COMP-1586,USB-C Port v1,connector,SKU-CON-01586,3,supplier_417,NexGen MAL-417,Malaysia,124007,2.26,23,0,0
COMP-1587,Gyroscope v3,sensor,SKU-SEN-01587,1,supplier_322,PrecisionCo CHI-322,China,456261,18.68,23,0,0
COMP-1588,FPGA Chip v3,semiconductor,SKU-SEM-01588,1,supplier_116,PrimeParts TAI-116,Taiwan,124720,9.86,117,0,0
COMP-1589,OLED Display v1,display,SKU-DIS-01589,1,supplier_092,PrecisionCo USA-092,USA,144080,117.03,49,0,0
COMP-1590,Data Cable v3,cable,SKU-CAB-01590,2,supplier_253,UniComp CHI-253,China,453335,1.49,15,0,0
COMP-1591,Proximity Sensor v2,sensor,SKU-SEN-01591,2,supplier_305,CoreTech TAI-305,Taiwan,127768,14.35,51,1,0
COMP-1592,Power Cell v4,battery_cell,SKU-BAT-01592,2,supplier_073,UniComp TAI-073,Taiwan,436836,29.1,50,0,0
COMP-1593,Audio Codec v4,ic_chip,SKU-IC_-01593,1,supplier_153,UniComp GER-153,Germany,477294,2.55,81,0,0
COMP-1594,Plastic Shell v2,housing,SKU-HOU-01594,3,supplier_184,EliteMfg SOU-184,South Korea,458653,10.57,28,1,0
COMP-1595,LED Array v2,display,SKU-DIS-01595,3,supplier_314,EliteMfg CHI-314,China,474185,51.02,78,1,0
COMP-1596,Rigid-Flex PCB v1,pcb,SKU-PCB-01596,1,supplier_263,UniComp CHI-263,China,317630,15.92,22,0,0
COMP-1597,NAND Flash v2,semiconductor,SKU-SEM-01597,1,supplier_293,UniComp MAL-293,Malaysia,154120,1.15,85,0,0
COMP-1598,Frame v3,housing,SKU-HOU-01598,1,supplier_181,GlobalParts VIE-181,Vietnam,118697,7.55,28,0,0
COMP-1599,NFC Chip v1,ic_chip,SKU-IC_-01599,1,supplier_263,UniComp CHI-263,China,192817,4.62,82,0,0
COMP-1600,Li-Ion Cell v2,battery_cell,SKU-BAT-01600,2,supplier_387,NexGen CHI-387,China,415528,40.14,46,0,0
COMP-1601,MCU Unit v4,semiconductor,SKU-SEM-01601,1,supplier_269,StarComp SOU-269,South Korea,101024,79.04,67,0,0
COMP-1602,Flex PCB v3,pcb,SKU-PCB-01602,1,supplier_210,TechMfg JAP-210,Japan,17748,7.25,37,1,0
COMP-1603,RF Cable v2,cable,SKU-CAB-01603,2,supplier_078,ApexManuf CHI-078,China,351891,0.15,16,0,0
COMP-1604,Main Camera v4,camera_module,SKU-CAM-01604,2,supplier_317,NexGen JAP-317,Japan,192142,34.93,71,0,0
COMP-1605,Coaxial Cable v1,cable,SKU-CAB-01605,2,supplier_469,StarComp CHI-469,China,65232,1.36,9,0,0
COMP-1606,Front Camera v4,camera_module,SKU-CAM-01606,1,supplier_025,CoreTech JAP-025,Japan,310511,67.56,85,0,0
COMP-1607,Power Wire v1,cable,SKU-CAB-01607,2,supplier_255,CoreTech SOU-255,South Korea,189889,1.28,7,0,0
COMP-1608,Mainboard PCB v1,pcb,SKU-PCB-01608,1,supplier_240,TechMfg SOU-240,South Korea,372325,13.89,26,0,1
COMP-1609,LCD Panel v1,display,SKU-DIS-01609,3,supplier_143,UniComp CHI-143,China,109537,41.73,33,0,0
COMP-1610,LiPo Pack v4,battery_cell,SKU-BAT-01610,2,supplier_190,TechMfg CHI-190,China,65505,43.04,30,0,0
COMP-1611,FPGA Chip v2,semiconductor,SKU-SEM-01611,3,supplier_162,PrecisionCo SOU-162,South Korea,432549,10.45,119,0,0
COMP-1612,LiPo Pack v2,battery_cell,SKU-BAT-01612,1,supplier_104,EliteMfg CHI-104,China,329310,52.05,40,0,0
COMP-1613,Data Cable v2,cable,SKU-CAB-01613,1,supplier_137,NexGen SOU-137,South Korea,462145,1.85,21,0,0
COMP-1614,RF Cable v2,cable,SKU-CAB-01614,2,supplier_329,StarComp CHI-329,China,247336,1.2,17,0,0
COMP-1615,Power Cell v1,battery_cell,SKU-BAT-01615,1,supplier_034,EliteMfg TAI-034,Taiwan,303320,18.86,60,0,0
COMP-1616,USB-C Port v2,connector,SKU-CON-01616,2,supplier_365,CoreTech CHI-365,China,114667,2.34,23,0,0
COMP-1617,Telephoto Module v1,camera_module,SKU-CAM-01617,2,supplier_068,ApexManuf CHI-068,China,309274,131.17,77,0,0
COMP-1618,Mainboard PCB v3,pcb,SKU-PCB-01618,2,supplier_064,EliteMfg MAL-064,Malaysia,385668,1.77,22,0,0
COMP-1619,Power IC v4,semiconductor,SKU-SEM-01619,1,supplier_253,UniComp CHI-253,China,96427,3.79,45,0,0
COMP-1620,LED Array v3,display,SKU-DIS-01620,1,supplier_245,CoreTech SOU-245,South Korea,233517,24.01,51,0,0
COMP-1621,Li-Ion Cell v2,battery_cell,SKU-BAT-01621,2,supplier_139,StarComp CHI-139,China,248958,32.9,29,0,0
COMP-1622,HDMI Connector v1,connector,SKU-CON-01622,1,supplier_211,GlobalParts CHI-211,China,282665,0.15,7,0,0
COMP-1623,OLED Display v3,display,SKU-DIS-01623,1,supplier_360,TechMfg JAP-360,Japan,194047,87.3,78,0,0
COMP-1624,USB-C Port v3,connector,SKU-CON-01624,1,supplier_014,EliteMfg JAP-014,Japan,292202,1.62,8,0,0
COMP-1625,Wi-Fi IC v2,ic_chip,SKU-IC_-01625,2,supplier_402,PrecisionCo JAP-402,Japan,419423,7.53,71,0,1
COMP-1626,Telephoto Module v2,camera_module,SKU-CAM-01626,3,supplier_463,UniComp JAP-463,Japan,337854,27.62,51,1,0
COMP-1627,Bluetooth IC v1,ic_chip,SKU-IC_-01627,2,supplier_112,PrecisionCo JAP-112,Japan,295681,4.86,47,0,0
COMP-1628,Audio Codec v1,ic_chip,SKU-IC_-01628,2,supplier_138,ApexManuf CHI-138,China,376733,7.87,44,0,0
COMP-1629,Proximity Sensor v2,sensor,SKU-SEN-01629,2,supplier_005,CoreTech TAI-005,Taiwan,333996,14.63,21,0,0
COMP-1630,Coaxial Cable v3,cable,SKU-CAB-01630,2,supplier_201,GlobalParts CHI-201,China,389906,1.56,19,0,0
COMP-1631,Proximity Sensor v3,sensor,SKU-SEN-01631,2,supplier_362,PrecisionCo GER-362,Germany,401778,16.67,51,0,0
COMP-1632,USB-C Port v4,connector,SKU-CON-01632,1,supplier_120,TechMfg CHI-120,China,246027,1.21,10,0,0
COMP-1633,Li-Ion Cell v4,battery_cell,SKU-BAT-01633,1,supplier_298,ApexManuf TAI-298,Taiwan,407062,60.9,31,0,0
COMP-1634,Data Cable v3,cable,SKU-CAB-01634,2,supplier_211,GlobalParts CHI-211,China,459515,1.13,21,0,1
COMP-1635,Main Camera v4,camera_module,SKU-CAM-01635,3,supplier_052,PrecisionCo CHI-052,China,278272,115.35,71,0,0
COMP-1636,FPGA Chip v1,semiconductor,SKU-SEM-01636,2,supplier_090,TechMfg USA-090,USA,76695,69.44,105,0,0
COMP-1637,DRAM Module v2,semiconductor,SKU-SEM-01637,1,supplier_298,ApexManuf TAI-298,Taiwan,285747,20.92,117,0,0
COMP-1638,Flex PCB v1,pcb,SKU-PCB-01638,2,supplier_116,PrimeParts TAI-116,Taiwan,41665,8.88,35,1,0
COMP-1639,Power Wire v4,cable,SKU-CAB-01639,3,supplier_443,UniComp CHI-443,China,88408,1.49,11,0,0
COMP-1640,Back Cover v2,housing,SKU-HOU-01640,2,supplier_297,NexGen USA-297,USA,293068,2.47,33,0,0
COMP-1641,LiPo Pack v1,battery_cell,SKU-BAT-01641,1,supplier_089,StarComp JAP-089,Japan,369622,21.49,26,0,1
COMP-1642,Board-to-Board v1,connector,SKU-CON-01642,1,supplier_275,CoreTech TAI-275,Taiwan,13171,2.73,25,0,0
COMP-1643,Audio Codec v4,ic_chip,SKU-IC_-01643,3,supplier_412,PrecisionCo CHI-412,China,173261,9.63,62,0,0
COMP-1644,Frame v2,housing,SKU-HOU-01644,3,supplier_157,NexGen CHI-157,China,274673,11.75,39,0,0
COMP-1645,Light Sensor v1,sensor,SKU-SEN-01645,2,supplier_193,UniComp SOU-193,South Korea,379570,14.89,44,0,0
COMP-1646,Audio Codec v3,ic_chip,SKU-IC_-01646,2,supplier_438,ApexManuf GER-438,Germany,261256,1.87,87,0,0
COMP-1647,Light Sensor v1,sensor,SKU-SEN-01647,2,supplier_033,UniComp CHI-033,China,274527,11.58,18,0,1
COMP-1648,Data Cable v2,cable,SKU-CAB-01648,2,supplier_041,GlobalParts CHI-041,China,140722,0.36,17,0,1
COMP-1649,Back Cover v1,housing,SKU-HOU-01649,1,supplier_090,TechMfg USA-090,USA,178080,9.19,18,0,0
COMP-1650,Board-to-Board v1,connector,SKU-CON-01650,3,supplier_299,StarComp CHI-299,China,111525,2.4,21,0,0
COMP-1651,LED Array v2,display,SKU-DIS-01651,1,supplier_196,PrimeParts CHI-196,China,128104,73.71,38,0,0
COMP-1652,FPC Connector v3,connector,SKU-CON-01652,3,supplier_093,UniComp USA-093,USA,6542,0.8,29,0,0
COMP-1653,USB-C Port v3,connector,SKU-CON-01653,1,supplier_107,NexGen JAP-107,Japan,483734,1.81,27,0,0
COMP-1654,NAND Flash v3,semiconductor,SKU-SEM-01654,1,supplier_237,NexGen SOU-237,South Korea,420013,32.88,75,0,0
COMP-1655,Flex PCB v4,pcb,SKU-PCB-01655,3,supplier_275,CoreTech TAI-275,Taiwan,142673,19.58,14,1,0
COMP-1656,USB-C Port v4,connector,SKU-CON-01656,3,supplier_153,UniComp GER-153,Germany,24559,0.56,23,0,0
COMP-1657,HDMI Connector v1,connector,SKU-CON-01657,3,supplier_361,GlobalParts USA-361,USA,400943,0.12,22,0,0
COMP-1658,OLED Display v4,display,SKU-DIS-01658,1,supplier_077,NexGen CHI-077,China,133171,94.35,66,0,0
COMP-1659,Aluminum Chassis v2,housing,SKU-HOU-01659,2,supplier_392,PrecisionCo CHI-392,China,352109,4.05,38,1,0
COMP-1660,OLED Display v3,display,SKU-DIS-01660,1,supplier_060,TechMfg SOU-060,South Korea,281292,41.74,48,1,0
COMP-1661,RF Cable v1,cable,SKU-CAB-01661,3,supplier_095,CoreTech GER-095,Germany,88536,0.7,18,0,0
COMP-1662,Board-to-Board v3,connector,SKU-CON-01662,2,supplier_120,TechMfg CHI-120,China,40308,1.36,26,0,0
COMP-1663,Accelerometer v4,sensor,SKU-SEN-01663,2,supplier_185,CoreTech TAI-185,Taiwan,133979,8.41,43,0,1
COMP-1664,Gyroscope v4,sensor,SKU-SEN-01664,2,supplier_132,PrecisionCo TAI-132,Taiwan,471795,17.42,24,0,0
COMP-1665,NFC Chip v2,ic_chip,SKU-IC_-01665,2,supplier_206,PrimeParts CHI-206,China,138350,3.51,21,0,1
COMP-1666,Front Camera v3,camera_module,SKU-CAM-01666,2,supplier_235,CoreTech TAI-235,Taiwan,361863,63.2,88,0,0
COMP-1667,Gyroscope v4,sensor,SKU-SEN-01667,1,supplier_306,PrimeParts CHI-306,China,7952,19.25,20,0,0
COMP-1668,Wide-Angle v2,camera_module,SKU-CAM-01668,1,supplier_480,TechMfg CHI-480,China,431154,71.22,31,0,0
COMP-1669,Board-to-Board v3,connector,SKU-CON-01669,1,supplier_070,TechMfg TAI-070,Taiwan,152366,2.31,8,0,0
COMP-1670,Power Wire v2,cable,SKU-CAB-01670,1,supplier_348,ApexManuf VIE-348,Vietnam,452331,0.9,17,0,0
COMP-1671,Mainboard PCB v1,pcb,SKU-PCB-01671,2,supplier_148,ApexManuf CHI-148,China,238527,24.27,24,0,0
COMP-1672,Front Camera v3,camera_module,SKU-CAM-01672,2,supplier_187,NexGen CHI-187,China,385422,10.34,69,0,0
COMP-1673,Telephoto Module v2,camera_module,SKU-CAM-01673,1,supplier_122,PrecisionCo SOU-122,South Korea,136381,88.03,73,0,0
COMP-1674,Front Camera v1,camera_module,SKU-CAM-01674,2,supplier_084,EliteMfg USA-084,USA,208794,137.81,49,0,0
COMP-1675,Proximity Sensor v2,sensor,SKU-SEN-01675,1,supplier_433,UniComp USA-433,USA,482161,1.6,52,1,0
COMP-1676,OLED Display v4,display,SKU-DIS-01676,1,supplier_040,TechMfg SOU-040,South Korea,96366,87.44,86,0,0
COMP-1677,Battery Module v4,battery_cell,SKU-BAT-01677,2,supplier_267,NexGen TAI-267,Taiwan,162630,74.91,46,0,0
COMP-1678,Flex PCB v4,pcb,SKU-PCB-01678,1,supplier_375,CoreTech GER-375,Germany,452985,1.77,45,0,0
COMP-1679,OLED Display v1,display,SKU-DIS-01679,1,supplier_442,PrecisionCo CHI-442,China,414621,47.02,38,1,0
COMP-1680,MCU Unit v4,semiconductor,SKU-SEM-01680,3,supplier_467,NexGen CHI-467,China,146977,77.87,80,0,0
COMP-1681,Proximity Sensor v3,sensor,SKU-SEN-01681,1,supplier_437,NexGen TAI-437,Taiwan,19151,1.08,36,0,0
COMP-1682,Main Camera v4,camera_module,SKU-CAM-01682,1,supplier_353,UniComp CHI-353,China,435253,107.44,63,0,0
COMP-1683,Main Camera v3,camera_module,SKU-CAM-01683,2,supplier_225,CoreTech JAP-225,Japan,37640,51.89,84,0,0
COMP-1684,Power Cell v1,battery_cell,SKU-BAT-01684,2,supplier_423,UniComp JAP-423,Japan,45627,64.87,36,0,0
COMP-1685,Power Wire v3,cable,SKU-CAB-01685,3,supplier_152,PrecisionCo CHI-152,China,304349,0.98,20,0,0
COMP-1686,Coaxial Cable v1,cable,SKU-CAB-01686,2,supplier_263,UniComp CHI-263,China,15452,0.06,19,1,0
COMP-1687,Main Camera v2,camera_module,SKU-CAM-01687,3,supplier_169,StarComp CHI-169,China,231067,134.25,54,1,0
COMP-1688,HDMI Connector v1,connector,SKU-CON-01688,3,supplier_145,CoreTech IND-145,India,164782,1.11,20,0,0
COMP-1689,Li-Ion Cell v4,battery_cell,SKU-BAT-01689,1,supplier_056,PrimeParts CHI-056,China,353903,55.84,35,0,0
COMP-1690,DRAM Module v1,semiconductor,SKU-SEM-01690,1,supplier_033,UniComp CHI-033,China,45012,79.39,76,0,0
COMP-1691,Front Camera v2,camera_module,SKU-CAM-01691,2,supplier_045,CoreTech CHI-045,China,10979,120.14,86,0,0
COMP-1692,Power Cell v2,battery_cell,SKU-BAT-01692,2,supplier_465,CoreTech CHI-465,China,102295,5.9,60,0,0
COMP-1693,Rigid-Flex PCB v4,pcb,SKU-PCB-01693,3,supplier_429,StarComp CHI-429,China,246269,19.91,29,0,0
COMP-1694,USB-C Port v2,connector,SKU-CON-01694,1,supplier_302,PrecisionCo USA-302,USA,165392,2.04,21,1,0
COMP-1695,OLED Display v3,display,SKU-DIS-01695,1,supplier_109,StarComp TAI-109,Taiwan,339522,82.84,70,0,0
COMP-1696,Touch Screen v3,display,SKU-DIS-01696,3,supplier_064,EliteMfg MAL-064,Malaysia,216635,8.51,71,0,0
COMP-1697,Bluetooth IC v4,ic_chip,SKU-IC_-01697,1,supplier_234,EliteMfg JAP-234,Japan,426685,2.15,29,0,0
COMP-1698,RF Cable v1,cable,SKU-CAB-01698,1,supplier_047,NexGen TAI-047,Taiwan,299149,1.06,19,0,0
COMP-1699,Gyroscope v4,sensor,SKU-SEN-01699,2,supplier_332,PrecisionCo CHI-332,China,192285,4.84,20,0,0
COMP-1700,DRAM Module v4,semiconductor,SKU-SEM-01700,2,supplier_300,TechMfg CHI-300,China,58931,44.97,74,0,0
COMP-1701,Power Cell v2,battery_cell,SKU-BAT-01701,2,supplier_158,ApexManuf TAI-158,Taiwan,85657,65.35,40,0,0
COMP-1702,Back Cover v4,housing,SKU-HOU-01702,1,supplier_365,CoreTech CHI-365,China,264920,12.26,28,0,0
COMP-1703,Bluetooth IC v3,ic_chip,SKU-IC_-01703,1,supplier_493,UniComp JAP-493,Japan,369047,4.8,55,0,0
COMP-1704,MCU Unit v2,semiconductor,SKU-SEM-01704,1,supplier_423,UniComp JAP-423,Japan,71178,49.87,88,0,0
COMP-1705,Power Wire v3,cable,SKU-CAB-01705,3,supplier_305,CoreTech TAI-305,Taiwan,394020,0.7,20,0,0
